Levy,Prod. year,Engine volume,Mileage,Cylinders,Airbags,Category_encoded,Leather_binary,Wheel_binary,Fuel type_Diesel,Fuel type_Hybrid,Fuel type_Hydrogen,Fuel type_LPG,Fuel type_Petrol,Fuel type_Plug-in Hybrid,Gear box type_Manual,Gear box type_Tiptronic,Gear box type_Variator,Drive wheels_fwd,Drive wheels_rwd,Doors_group_le_4
781.0,2004,2.2,555,4,8,7,0,0,1,0,0,0,0,0,1,0,0,0,1,1
781.0,2004,4.5,265600,8,12,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2004,3.0,196000,6,1,9,1,0,1,0,0,0,0,0,0,0,0,0,1,1
781.0,2004,2.0,219000,4,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2004,1.3,159000,4,2,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2004,2.4,140000,6,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
781.0,2005,2.4,144000,4,16,4,0,1,0,0,0,1,0,0,0,1,0,0,0,1
781.0,2005,2.0,180000,6,6,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2005,3.0,184000,6,12,7,1,1,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,3.5,263000,4,0,9,1,0,0,0,0,0,1,0,0,0,0,0,1,1
781.0,2005,4.8,240000,8,12,9,1,0,0,0,0,0,1,0,0,1,0,0,1,1
781.0,2005,1.6,18000,1,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1
781.0,2005,3.0,170000,6,8,9,1,0,0,0,0,0,1,0,0,1,0,0,1,1
781.0,2005,2.0,284000,4,9,9,0,0,1,0,0,0,0,0,1,0,0,0,1,1
781.0,2005,1.3,157000,4,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,3.0,250000,6,4,4,1,1,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2005,1.5,21000,4,3,9,1,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,1.5,97000,4,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,2.5,162000,6,12,9,1,1,0,0,0,0,1,0,0,1,0,0,1,1
781.0,2005,1.5,121000,4,2,3,0,1,0,0,0,0,1,0,1,0,0,1,0,1
781.0,2005,2.4,118000,4,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1515.0,2005,1.8,0,8,4,10,0,0,1,0,0,0,0,0,1,0,0,1,0,1
781.0,2005,1.5,165000,4,2,3,1,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,4.0,118498,6,6,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,4.4,1000,8,12,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2005,1.5,16302,3,4,9,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,3.7,185000,6,6,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0
781.0,2005,1.5,100000,4,5,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.9,122000,4,4,9,1,0,0,0,0,0,1,0,0,1,0,1,0,1
781.0,2005,2.4,125000,4,6,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1
781.0,2005,1.5,170000,4,6,3,1,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,1.5,259000,4,2,3,0,0,0,1,0,0,0,0,0,0,1,1,0,1
781.0,2005,1.3,145000,4,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,2.2,245000,4,2,6,0,0,1,0,0,0,0,0,1,0,0,0,1,1
781.0,2005,1.5,130000,4,4,3,1,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,2.3,65000,4,8,9,0,0,0,0,0,0,1,0,0,1,0,1,0,1
781.0,2005,5.0,230000,8,10,9,1,0,0,0,0,0,1,0,0,1,0,0,1,1
781.0,2005,1.4,162000,4,4,10,0,0,1,0,0,0,0,0,1,0,0,1,0,1
781.0,2005,2.4,251000,4,2,7,0,1,0,0,0,1,0,0,0,0,0,1,0,1
781.0,2005,4.6,72000,8,12,5,1,0,0,0,0,0,1,0,0,0,0,0,1,1
781.0,2005,3.0,2200,6,8,9,1,0,0,0,0,1,0,0,0,1,0,0,0,1
781.0,2005,1.8,170000,4,6,7,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.3,135000,4,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.3,293940,4,2,9,0,1,0,0,0,0,1,0,1,0,0,1,0,1
781.0,2005,1.5,117000,4,4,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,4.7,336000,8,10,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7058.0,2005,3.0,147000,6,6,9,1,1,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2005,1.3,200000,4,2,9,0,1,0,0,0,0,1,0,1,0,0,1,0,1
781.0,2005,1.3,156000,4,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.7,179000,4,6,3,0,0,1,0,0,0,0,0,1,0,0,1,0,1
781.0,2005,2.7,150000,6,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,4.4,10000,8,8,4,1,0,0,0,0,1,0,0,0,1,0,0,0,1
781.0,2005,4.4,7789999,6,0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,1
781.0,2005,2.0,117000,4,12,7,1,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,3.5,155200,6,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1
781.0,2005,2.4,150000,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,2.3,172000,6,6,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.5,136000,5,6,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,2.0,137453,4,6,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,1.5,157000,4,5,3,0,1,0,0,0,0,1,0,0,1,0,1,0,1
781.0,2005,2.7,180000,6,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,2.0,46702,4,6,7,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,3.5,26600,6,10,9,1,0,0,0,0,1,0,0,0,1,0,0,0,1
781.0,2005,2.0,145576,4,4,10,0,1,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,5.0,177000,8,12,9,1,0,0,0,0,0,1,0,0,1,0,0,1,1
781.0,2005,2.4,120000,4,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,3.5,145000,6,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,5.0,125000,8,12,9,1,0,0,0,0,0,1,0,0,1,0,0,1,1
781.0,2005,1.5,183000,4,5,3,0,1,0,0,0,0,1,0,0,1,0,1,0,1
781.0,2005,1.3,176000,4,8,9,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,2.0,234082,4,4,10,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1832.0,2005,2.2,215000,4,6,7,0,0,1,0,0,0,0,0,1,0,0,0,1,1
781.0,2005,1.5,156000,4,7,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
1832.0,2005,2.2,183000,4,2,6,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1118.0,2005,1.3,18900,4,8,3,0,0,1,0,0,0,0,0,1,0,0,1,0,1
781.0,2005,5.0,168520,8,12,4,1,0,0,0,0,1,0,0,0,1,0,0,0,1
781.0,2005,1.5,111111,4,6,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,2.5,53000,4,8,9,0,0,0,0,0,0,1,0,0,1,0,1,0,1
781.0,2005,1.5,174000,4,4,9,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.5,160000,4,6,3,1,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,2.3,205000,6,6,9,1,0,0,0,0,1,0,0,0,0,0,1,0,1
781.0,2005,3.0,175000,8,2,7,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,3.5,279000,6,8,9,1,0,0,0,0,1,0,0,0,1,0,0,1,1
781.0,2005,1.3,0,4,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,2.0,98000,4,4,7,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.5,191558,4,2,3,0,1,0,0,0,1,0,0,0,0,1,1,0,1
781.0,2005,3.0,155903,6,10,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1515.0,2005,1.8,127000,4,3,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1
781.0,2005,1.5,135000,4,10,9,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.5,243075,4,0,9,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1832.0,2005,2.2,223000,4,2,7,0,0,1,0,0,0,0,0,1,0,0,0,1,1
781.0,2005,2.3,102000,4,2,4,1,0,0,0,0,0,1,0,1,0,0,0,1,1
781.0,2005,4.7,18000,6,10,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2005,5.5,333000,8,8,9,1,0,0,0,0,0,1,0,0,1,0,0,1,1
781.0,2005,2.2,300000,4,2,6,0,0,1,0,0,0,0,0,1,0,0,0,1,1
781.0,2005,3.5,171531,6,6,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2005,3.5,1000,6,6,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2005,2.0,145000,4,4,4,1,1,0,0,0,0,1,0,1,0,0,0,0,1
781.0,2005,2.4,145000,4,6,7,1,1,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2005,4.8,210000,8,12,9,1,0,0,0,0,0,0,0,0,1,0,0,1,1
5877.0,2005,7.3,156470,12,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
781.0,2005,3.0,196000,6,8,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2005,3.7,280000,6,8,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2005,1.5,176000,4,2,3,1,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.5,138000,4,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.3,121757,4,2,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,1.3,172000,4,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
1515.0,2005,1.8,189000,4,4,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1
781.0,2005,1.5,205000,4,8,9,0,0,0,1,0,0,0,0,0,0,1,1,0,1
781.0,2005,2.7,170000,6,8,4,0,0,0,0,0,0,1,0,1,0,0,0,1,1
781.0,2005,3.3,190000,6,8,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1
781.0,2005,3.0,144000,6,0,9,0,1,0,0,0,1,0,0,0,1,0,0,0,1
781.0,2005,4.4,222222,6,12,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
781.0,2005,1.5,114000,4,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,2.2,282000,4,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1
781.0,2005,1.3,20000,4,4,9,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.5,117000,4,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,2.2,0,4,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.7,125000,4,0,9,0,0,0,0,0,0,1,0,1,0,0,0,1,1
781.0,2005,1.5,190000,4,2,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,2.0,111000,4,2,7,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.5,21245,4,4,9,0,0,0,1,0,0,0,0,0,0,1,1,0,1
781.0,2005,1.5,150000,4,4,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,1.3,239825,4,2,9,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,1.5,1111,4,7,3,1,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,4.0,196000,6,6,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1356.0,2005,1.6,146300,4,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1
781.0,2005,4.0,16000,6,4,4,1,0,0,0,0,1,0,0,0,1,0,0,0,1
781.0,2005,1.7,160000,4,0,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,1.3,100000,4,4,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,2.5,186000,5,12,9,1,0,0,0,0,0,1,0,0,1,0,1,0,1
781.0,2005,4.4,220000,8,10,9,1,0,0,0,0,0,1,0,0,1,0,0,1,1
781.0,2005,1.9,140160,4,3,2,0,1,1,0,0,0,0,0,1,0,0,1,0,1
781.0,2005,1.3,178000,4,4,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,1.4,210000,4,4,9,0,0,0,0,0,0,1,0,1,0,0,1,0,1
781.0,2005,1.6,200000,4,2,9,0,0,0,0,0,0,1,0,1,0,0,1,0,1
781.0,2005,2.4,160000,4,8,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1
781.0,2005,3.5,92800,6,12,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1
781.0,2005,1.3,138000,4,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,2.0,231212,4,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,5.0,200000,8,12,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2005,1.3,190000,4,4,3,0,0,0,0,0,0,1,0,1,0,0,1,0,1
781.0,2005,1.8,187323,4,6,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1
781.0,2005,1.5,104000,4,5,3,0,1,0,0,0,0,1,0,0,1,0,1,0,1
781.0,2005,1.5,150000,4,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.5,12000,4,2,9,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,2.0,450000,4,4,9,0,0,0,0,0,0,1,0,1,0,0,1,0,1
781.0,2005,1.5,140000,4,6,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,2.4,160000,6,6,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,3.0,111000,6,6,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1
781.0,2005,1.5,148000,4,2,9,0,0,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,1.5,0,4,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,2.7,167000,4,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,4.2,252000,6,8,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2005,1.3,230000,4,6,9,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,3.0,85000,6,4,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,1.5,125000,4,2,3,1,1,0,0,0,1,0,0,0,0,1,1,0,1
781.0,2005,2.2,233454,6,6,9,1,0,1,0,0,0,0,0,1,0,0,0,1,1
781.0,2005,3.0,176000,6,4,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1
781.0,2005,2.2,245000,4,5,9,0,0,1,0,0,0,0,0,0,1,0,0,1,1
781.0,2005,1.5,126000,4,4,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.8,1111,4,8,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.5,151000,4,4,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,2.2,1000,4,2,6,0,1,1,0,0,0,0,0,1,0,0,0,1,1
781.0,2005,2.2,267000,4,4,6,0,0,1,0,0,0,0,0,1,0,0,0,1,1
781.0,2005,3.2,260000,6,12,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0
781.0,2005,3.0,0,6,6,9,1,0,0,0,0,0,1,0,0,1,0,0,1,1
781.0,2005,4.4,195000,8,0,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2005,2.2,0,4,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1
781.0,2005,2.4,240000,4,0,7,0,0,0,0,0,0,1,0,1,0,0,0,1,1
781.0,2005,1.9,204000,4,8,7,0,0,1,0,0,0,0,0,1,0,0,1,0,1
781.0,2005,1.8,55000,4,4,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1
781.0,2005,1.8,27000,4,10,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1
781.0,2005,2.5,235000,6,0,9,1,0,0,0,0,1,0,0,0,1,0,0,1,1
781.0,2005,0.7,167000,3,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.5,132000,4,8,3,1,1,0,0,0,0,1,0,0,0,1,1,0,1
2705.0,2005,3.3,244283,6,12,4,1,0,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,2.4,74400,6,6,9,0,1,0,0,0,0,1,0,0,0,0,1,0,1
1436.0,2005,1.7,0,4,5,3,0,0,1,0,0,0,0,0,1,0,0,1,0,1
781.0,2005,1.6,111111,4,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1
781.0,2005,1.5,280000,4,4,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1
781.0,2005,1.5,108000,4,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,3.0,15500,6,8,9,0,1,0,0,0,1,0,0,0,1,0,1,0,1
781.0,2005,1.5,111111,4,6,9,0,0,0,1,0,0,0,0,0,0,0,1,0,1
781.0,2005,4.2,260000,8,12,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1
781.0,2005,2.0,202000,4,2,9,0,1,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,1.5,100000,4,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,3.0,20000,6,4,7,0,0,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.5,130000,4,4,3,1,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,4.0,313600,6,4,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1
781.0,2005,4.0,124000,6,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
781.0,2005,2.2,308050,4,4,7,0,0,1,0,0,0,0,0,1,0,0,0,1,1
781.0,2005,1.0,135000,4,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,2.4,164000,4,2,4,0,1,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2005,1.5,137000,4,2,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1
781.0,2005,2.7,22700,6,2,6,0,0,1,0,0,0,0,0,0,1,0,0,1,1
781.0,2005,2.0,198555,4,4,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,3.0,71000,6,10,4,1,1,0,0,0,1,0,0,0,1,0,0,0,1
781.0,2005,5.5,111111,8,8,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2005,3.0,288000,6,10,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,2.2,152200,4,10,9,0,0,0,0,0,0,1,0,1,0,0,1,0,1
781.0,2005,1.7,142000,4,8,9,0,0,0,0,0,0,1,0,0,1,0,1,0,1
781.0,2005,2.2,100000,4,4,10,0,0,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.3,180000,4,4,9,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.9,189000,4,6,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0
781.0,2005,1.3,160250,4,5,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,2.4,273094,4,4,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,3.0,246000,4,6,9,1,0,0,0,0,0,1,0,0,0,0,0,1,1
781.0,2005,2.0,123456,4,6,3,1,0,0,0,0,0,1,0,0,1,0,1,0,1
781.0,2005,1.3,143000,4,2,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,3.7,111111,6,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1
781.0,2005,1.5,154000,4,8,9,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,2.0,192000,4,4,9,0,1,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,2.4,136800,4,2,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,2.0,180000,4,8,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,3.0,198000,6,0,9,0,0,0,0,0,0,1,0,1,0,0,1,0,1
1832.0,2005,2.2,180000,4,2,6,0,0,1,0,0,0,0,0,1,0,0,0,1,1
781.0,2005,1.5,190000,4,2,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,2.0,150000,4,2,6,0,0,1,0,0,0,0,0,1,0,0,1,0,1
3894.0,2005,4.8,147200,8,12,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2005,3.0,0,6,10,9,1,0,0,0,0,0,1,0,0,1,0,0,1,1
781.0,2005,2.0,110000,4,6,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1
781.0,2005,2.0,22200,4,8,9,0,0,1,0,0,0,0,0,0,1,0,1,0,1
1356.0,2005,1.6,167000,4,2,10,0,0,0,0,0,0,0,0,1,0,0,1,0,1
781.0,2005,2.7,25600,4,4,6,0,0,1,0,0,0,0,0,0,1,0,0,1,1
781.0,2005,1.3,88000,4,10,10,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.6,155000,4,4,7,0,0,0,0,0,0,1,0,1,0,0,1,0,1
781.0,2005,2.3,444444,4,1,6,0,0,0,0,0,0,0,0,1,0,0,0,1,1
781.0,2005,1.5,145000,4,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
1832.0,2005,2.2,500000,4,1,6,0,0,1,0,0,0,0,0,0,1,0,0,1,1
781.0,2005,1.3,23000000,4,7,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1
781.0,2005,1.5,117000,4,4,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,1.3,0,4,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,2.4,225000,4,12,7,0,1,0,0,0,0,1,0,0,0,0,1,0,1
1991.0,2005,2.4,176000,4,1,6,0,0,1,0,0,0,0,0,1,0,0,0,1,1
781.0,2005,2.0,195000,4,2,7,0,1,0,0,0,0,1,0,0,0,0,1,0,1
1673.0,2005,2.0,170000,4,4,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1
781.0,2005,2.7,180000,6,6,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1
781.0,2005,2.9,231000,4,2,6,0,0,1,0,0,0,0,0,1,0,0,0,1,1
781.0,2005,1.3,134000,4,6,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.3,123456,4,6,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,2.0,2147483647,4,12,4,0,1,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2005,1.6,287140,4,4,7,0,0,0,0,0,0,1,0,1,0,0,1,0,1
781.0,2005,2.0,195000,4,6,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1
781.0,2005,1.5,150000,4,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
2467.0,2005,3.0,264666,6,12,4,1,0,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.5,197000,4,8,9,0,0,0,1,0,0,0,0,0,0,0,1,0,1
781.0,2005,1.8,179760,4,10,9,1,0,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,2.5,97000,5,6,9,1,0,0,0,0,0,1,0,0,1,0,1,0,1
781.0,2005,1.5,43200,4,0,9,0,0,0,1,0,0,0,0,0,0,0,1,0,1
781.0,2005,2.0,208000,4,4,9,0,1,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2005,1.5,161000,4,2,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,1.7,180600,4,6,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1
781.0,2005,1.3,126000,4,4,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,1.3,187000,4,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.3,170000,4,4,9,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,1.5,171436,4,0,9,0,1,0,0,0,0,1,0,0,0,1,1,0,1
781.0,2005,1.5,156000,4,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,3.2,140000,6,10,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1
781.0,2005,1.5,138000,4,4,3,1,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,3.0,15000,6,6,9,1,0,0,0,0,0,1,0,0,1,0,0,1,1
781.0,2005,1.5,2000,4,2,9,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1832.0,2005,2.2,275000,4,4,7,1,0,1,0,0,0,0,0,1,0,0,0,1,1
781.0,2005,1.5,0,4,4,3,1,0,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.0,0,3,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,3.0,330000,6,12,4,1,0,1,0,0,0,0,0,0,1,0,0,0,1
781.0,2005,3.5,79000,6,12,9,1,0,0,0,0,0,1,0,0,1,0,0,1,1
781.0,2005,2.5,107000,6,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,1
781.0,2005,4.7,147000,8,8,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2005,1.4,139000,4,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
1277.0,2005,1.5,163000,4,8,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1515.0,2005,1.8,237000,4,6,3,0,0,0,0,0,0,1,0,1,0,0,1,0,1
781.0,2005,1.8,0,4,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,2.2,0,4,2,6,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1832.0,2005,2.2,0,5,0,6,0,0,1,0,0,0,0,0,1,0,0,0,1,1
781.0,2005,1.9,349930,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,1,1
781.0,2005,1.5,1000,4,4,9,0,1,0,0,0,0,1,0,0,0,0,1,0,1
2705.0,2005,3.3,219829,6,12,9,1,0,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,2.0,200000,4,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1
781.0,2005,1.5,0,4,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
781.0,2005,1.5,114960,4,12,3,1,1,0,0,0,0,1,0,0,1,0,1,0,1
781.0,2005,3.5,238357,6,8,9,1,0,0,0,0,0,1,0,0,1,0,0,0,1
781.0,2005,2.0,111111,4,6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1515.0,2005,1.8,195200,4,8,9,1,0,0,0,0,0,1,0,0,0,0,0,1,1
781.0,2005,5.0,0,8,8,9,1,0,0,0,0,0,1,0,0,1,0,0,1,1
781.0,2005,2.0,162000,4,2,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0
781.0,2005,4.0,272000,8,8,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1
